buid,Plan,Building,Tier,Category,Production Time,Resource Type,Resource,Resource Quantity,Resource Dependency
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Input Resource,Plank,1,Sawmill
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Input Resource,Sugar Cane,1,Sugar Cane Plantation
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Build Resource,Plank,8,Sawmill
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Build Resource,Brick,7,Brick Factory
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Build Resource,Windows,4,Window Makers
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Maintenance Resource,Canned Food,2,Cannery
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Maintenance Resource,Wine,2,Winery
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Maintenance Resource,Boots,2,Boot Factory
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Input Resource,Cotton,3,Cotton Plantation
1-05-R-RDM,Master,Sailmakers,4,Sails,30,Output Resource,Sails,1,N/A
1-05-R-RDM,Master,Sailmakers,4,Sails,N/A,Input Resource,Rope,1,Rope Workshop
3-07-L-SWM,Master,Sand Mine,3,Windows,N/A,Build Resource,Plank,8,Sawmill
3-07-L-SWM,Master,Sand Mine,3,Windows,N/A,Build Resource,Stone,7,Quarry
3-07-L-SWM,Master,Sand Mine,3,Windows,N/A,Build Resource,Brick,4,Brick Factory
3-07-L-SWM,Master,Sand Mine,3,Windows,N/A,Maintenance Resource,Steak,1,Steakhouse
3-07-L-SWM,Master,Sand Mine,3,Windows,N/A,Maintenance Resource,Milk Can,1,Milk Farm
3-07-L-SWM,Master,Sand Mine,3,Windows,N/A,Maintenance Resource,Vest,1,Leather Workshop
3-07-L-SWM,Master,Sand Mine,3,Windows,30,Output Resource,Sand,1,N/A
3-07-L-SWM,Master,Sand Mine,3,Windows,N/A,Input Resource,Water,1,Well
3-03-W-SMM,Master,Satin Fabric,7,Hat,N/A,Build Resource,Steel Beams,12,Steelworks
3-03-W-SMM,Master,Satin Fabric,7,Hat,N/A,Build Resource,Windows,8,Window Makers
3-03-W-SMM,Master,Satin Fabric,7,Hat,N/A,Build Resource,Concrete,20,Concrete Factory
3-03-W-SMM,Master,Satin Fabric,7,Hat,N/A,Maintenance Resource,Meat Pie,1,Meat Pie Bakery
3-03-W-SMM,Master,Satin Fabric,7,Hat,N/A,Maintenance Resource,Lemonade,1,Lemonade Factory*
3-03-W-SMM,Master,Satin Fabric,7,Hat,N/A,Maintenance Resource,Glasses,1,Glasses Factory
3-03-W-SMM,Master,Satin Fabric,7,Hat,N/A,Input Resource,Linen,1,Linen Mill
3-03-W-SMM,Master,Satin Fabric,7,Hat,30,Output Resource,Satin,1,N/A
1-07-H-SFM,Master,Sawmill,0,Plank,N/A,Build Resource,Plank,2,Sawmill
1-07-H-SFM,Master,Sawmill,0,Plank,N/A,Build Resource,Stone,1,Quarry
1-07-H-SFM,Master,Sawmill,0,Plank,N/A,Maintenance Resource,None,0,None
1-07-H-SFM,Master,Sawmill,0,Plank,30,Output Resource,Plank,2,N/A
1-07-H-SFM,Master,Sawmill,0,Plank,N/A,Input Resource,Tree,1,Lumber Camp
3-09-S-SDM,Master,Sewing Workshop,1,Clothes,N/A,Build Resource,Plank,8,Sawmill
3-09-S-SDM,Master,Sewing Workshop,1,Clothes,N/A,Build Resource,Stone,6,Quarry
3-09-S-SDM,Master,Sewing Workshop,1,Clothes,N/A,Maintenance Resource,Fish,2,Fishery
3-09-S-SDM,Master,Sewing Workshop,1,Clothes,N/A,Maintenance Resource,Water,2,Well
3-09-S-SDM,Master,Sewing Workshop,1,Clothes,45,Output Resource,Clothes,2,N/A
3-09-S-SDM,Master,Sewing Workshop,1,Clothes,N/A,Input Resource,Wool,1,Sheep Farm
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,N/A,Input Resource,Copper,1,Brass Smeltery
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,N/A,Build Resource,Steel Beams,20,Steelworks
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,N/A,Build Resource,Windows,18,Window Makers
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,N/A,Build Resource,Concrete,22,Concrete Factory
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,N/A,Maintenance Resource,Meat Pie,2,Meat Pie Bakery
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,N/A,Maintenance Resource,Lemonade,2,Lemonade Factory*
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,N/A,Maintenance Resource,Glasses,2,Glasses Factory
1-01-C-SWM,Master,Sheave Manufactory,6,Steam Engine,30,Output Resource,Sheave,1,N/A
1-06-SE-SMM,Master,Sheep Farm,1,Clothes,N/A,Build Resource,Plank,4,Sawmill
1-06-SE-SMM,Master,Sheep Farm,1,Clothes,N/A,Build Resource,Stone,3,Quarry
1-06-SE-SMM,Master,Sheep Farm,1,Clothes,N/A,Maintenance Resource,Fish,1,Fishery
1-06-SE-SMM,Master,Sheep Farm,1,Clothes,N/A,Maintenance Resource,Water,1,Well
1-06-SE-SMM,Master,Sheep Farm,1,Clothes,N/A,Input Resource,None,1,None
1-06-SE-SMM,Master,Sheep Farm,1,Clothes,31,Output Resource,Wool,2,N/A
1-01-C-SFM,Master,Shipyard,5,Boat,30,Output Resource,Boat,1,N/A
1-01-C-SFM,Master,Shipyard,5,Boat,N/A,Build Resource,Plank,8,Sawmill
1-01-C-SFM,Master,Shipyard,5,Boat,N/A,Build Resource,Brick,7,Brick Factory
1-01-C-SFM,Master,Shipyard,5,Boat,N/A,Build Resource,Windows,4,Window Makers
1-01-C-SFM,Master,Shipyard,5,Boat,N/A,Maintenance Resource,None,0,None
1-01-C-SFM,Master,Shipyard,5,Boat,N/A,Input Resource,Plank,8,Sawmill
1-01-C-SFM,Master,Shipyard,5,Boat,N/A,Input Resource,Rope,2,Rope Workshop
3-11-S-SKM,Master,Square,8,Square,N/A,Build Resource,Stone,225,Quarry
3-11-S-SKM,Master,Square,8,Square,N/A,Build Resource,Steel Beams,25,Steelworks
3-11-S-SKM,Master,Square,8,Square,N/A,Build Resource,Kerosene Lamp,50,Kerosene Lamp Factory
3-11-S-SKM,Master,Square,8,Square,N/A,Maintenance Resource,None,0,None
3-11-S-SKM,Master,Square,8,Square,0,Output Resource,None,0,N/A
3-11-S-SKM,Master,Square,8,Square,N/A,Input Resource,None,0,None
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Build Resource,Plank,8,Sawmill
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Build Resource,Stone,4,Quarry
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Build Resource,Brick,4,Brick Factory
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Build Resource,Steel Beams,2,Steelworks
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Maintenance Resource,Sausages,2,Butchery
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Maintenance Resource,Moonshine,2,Moonshine Factory
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Maintenance Resource,Overalls,2,Fur Factory
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,N/A,Input Resource,Cow,1,Cow Farm
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,45,Output Resource,Leather,2,N/A
3-07-H-SM,Master,Steakhouse,3,Steak & Leather,45,Output Resource,Steak,2,N/A
3-03-SL-SM,Master,Steam Clay Pit,1,Brick,N/A,Build Resource,Plank,8,Sawmill
3-03-SL-SM,Master,Steam Clay Pit,1,Brick,N/A,Build Resource,Stone,6,Quarry
3-03-SL-SM,Master,Steam Clay Pit,1,Brick,N/A,Build Resource,Steam Engine,2,Steam Engine Factory
3-03-SL-SM,Master,Steam Clay Pit,1,Brick,N/A,Maintenance Resource,Steam Engine,1,Steam Engine Factory
3-03-SL-SM,Master,Steam Clay Pit,1,Brick,60,Output Resource,Clay,2,N/A
3-03-SL-SM,Master,Steam Clay Pit,1,Brick,N/A,Input Resource,None,1,None
1-01-B-SCPM,Master,Steam Coal Mine,2,Steel Beams,N/A,Build Resource,Plank,12,Sawmill
1-01-B-SCPM,Master,Steam Coal Mine,2,Steel Beams,N/A,Build Resource,Stone,10,Quarry
1-01-B-SCPM,Master,Steam Coal Mine,2,Steel Beams,N/A,Build Resource,Steam Engine,2,Steam Engine Factory
1-01-B-SCPM,Master,Steam Coal Mine,2,Steel Beams,N/A,Maintenance Resource,Steam Engine,1,Steam Engine Factory
1-01-B-SCPM,Master,Steam Coal Mine,2,Steel Beams,60,Output Resource,Coal,2,N/A
1-01-B-SCPM,Master,Steam Coal Mine,2,Steel Beams,N/A,Input Resource,None,1,None
1-02-SB-SCMM,Master,Steam Copper Mine,6,Glasses,60,Output Resource,Copper Ore,2,N/A
1-02-SB-SCMM,Master,Steam Copper Mine,6,Glasses,N/A,Build Resource,Steel Beams,24,Steelworks
1-02-SB-SCMM,Master,Steam Copper Mine,6,Glasses,N/A,Build Resource,Windows,16,Window Makers
1-02-SB-SCMM,Master,Steam Copper Mine,6,Glasses,N/A,Build Resource,Concrete,40,Concrete Factory
1-02-SB-SCMM,Master,Steam Copper Mine,6,Glasses,N/A,Build Resource,Steam Engine,2,Steam Engine Factory
1-02-SB-SCMM,Master,Steam Copper Mine,6,Glasses,N/A,Maintenance Resource,Steam Engine,1,Steam Engine Factory
1-02-SB-SCMM,Master,Steam Copper Mine,6,Glasses,N/A,Input Resource,None,1,None
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Input Resource,Boiler,1,Boiler Factory
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Input Resource,Caoutchouc,1,Caoutchouc Farm
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Build Resource,Steel Beams,30,Steelworks
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Build Resource,Windows,28,Window Makers
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Build Resource,Concrete,32,Concrete Factory
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Maintenance Resource,Meat Pie,2,Meat Pie Bakery
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Maintenance Resource,Lemonade,2,Lemonade Factory*
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Maintenance Resource,Glasses,2,Glasses Factory
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,N/A,Input Resource,Sheave,1,Sheave Manufactory
1-06-G-SCMM,Master,Steam Engine Factory,6,Steam Engine,45,Output Resource,Steam Engine,1,N/A
3-06-SE-SEFM,Master,Steam Iron Mine,2,Steel Beams,N/A,Build Resource,Plank,12,Sawmill
3-06-SE-SEFM,Master,Steam Iron Mine,2,Steel Beams,N/A,Build Resource,Stone,10,Quarry
3-06-SE-SEFM,Master,Steam Iron Mine,2,Steel Beams,N/A,Build Resource,Steam Engine,2,Steam Engine Factory
3-06-SE-SEFM,Master,Steam Iron Mine,2,Steel Beams,N/A,Maintenance Resource,Steam Engine,1,Steam Engine Factory
3-06-SE-SEFM,Master,Steam Iron Mine,2,Steel Beams,60,Output Resource,Iron,2,N/A
3-06-SE-SEFM,Master,Steam Iron Mine,2,Steel Beams,N/A,Input Resource,None,1,None
1-02-SB-SIMM,Master,Steam Limestone Quarry,5,Concrete,N/A,Build Resource,Plank,32,Sawmill
1-02-SB-SIMM,Master,Steam Limestone Quarry,5,Concrete,N/A,Build Resource,Stone,22,Quarry
1-02-SB-SIMM,Master,Steam Limestone Quarry,5,Concrete,N/A,Build Resource,Brick,12,Brick Factory
1-02-SB-SIMM,Master,Steam Limestone Quarry,5,Concrete,N/A,Build Resource,Steam Engine,2,Steam Engine Factory
1-02-SB-SIMM,Master,Steam Limestone Quarry,5,Concrete,N/A,Maintenance Resource,Steam Engine,1,Steam Engine Factory
1-02-SB-SIMM,Master,Steam Limestone Quarry,5,Concrete,60,Output Resource,Limestone,2,N/A
1-02-SB-SIMM,Master,Steam Limestone Quarry,5,Concrete,N/A,Input Resource,None,1,None
3-00-P-SMM,Master,Steel Mission,0,Port,N/A,Input Resource,Beer,1,Brewery
3-00-P-SMM,Master,Steel Mission,0,Port,N/A,Input Resource,Bread,1,Bakery
3-00-P-SMM,Master,Steel Mission,0,Port,N/A,Input Resource,Brick,1,Brick Mission
3-00-P-SMM,Master,Steel Mission,0,Port,N/A,Input Resource,Clothes,1,Sewing Workshop
3-00-P-SMM,Master,Steel Mission,0,Port,0,Output Resource,Coal,1,N/A
3-00-P-SMM,Master,Steel Mission,0,Port,N/A,Input Resource,Steam Engine,1,Steam Engine Factory
3-00-P-SMM,Master,Steel Mission,0,Port,0,Output Resource,Steel,1,N/A
3-00-P-SMM,Master,Steel Mission,0,Port,0,Output Resource,Steel Beams,1,N/A
1-00-P-SMM,Master,Steelworks,2,Steel Beams,N/A,Build Resource,Plank,16,Sawmill
1-00-P-SMM,Master,Steelworks,2,Steel Beams,N/A,Build Resource,Stone,12,Quarry
1-00-P-SMM,Master,Steelworks,2,Steel Beams,N/A,Build Resource,Brick,14,Brick Factory
1-00-P-SMM,Master,Steelworks,2,Steel Beams,N/A,Maintenance Resource,Sausages,2,Butchery
1-00-P-SMM,Master,Steelworks,2,Steel Beams,N/A,Maintenance Resource,Moonshine,2,Moonshine Factory
1-00-P-SMM,Master,Steelworks,2,Steel Beams,N/A,Maintenance Resource,Overalls,2,Fur Factory
1-00-P-SMM,Master,Steelworks,2,Steel Beams,N/A,Input Resource,Steel,3,Furnace
1-00-P-SMM,Master,Steelworks,2,Steel Beams,45,Output Resource,Steel Beams,2,N/A
1-02-SB-SM,Master,Storage,0,Storage,0,Build Resource,Plank,1,Sawmill
1-02-SB-SM,Master,Storage,0,Storage,N/A,Maintenance Resource,None,0,None
1-02-SB-SM,Master,Storage,0,Storage,N/A,Input Resource,Any,1,None
1-02-SB-SM,Master,Storage,0,Storage,0,Output Resource,Any,1,N/A
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,N/A,Input Resource,Cow,1,Cow Farm
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,N/A,Build Resource,Steel Beams,12,Steelworks
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,N/A,Build Resource,Windows,8,Window Makers
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,N/A,Build Resource,Concrete,20,Concrete Factory
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,N/A,Maintenance Resource,Cheese,2,Cheese Factory
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,N/A,Maintenance Resource,Rum,2,Rum Distillery
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,N/A,Maintenance Resource,Suits,2,Tailor's Shop
1-00-S-SM,Master,Stuffing Workshop,6,Meat Pie,30,Output Resource,Stuffing,1,N/A
1-06-MP-SWM,Master,Sugar Cane Plantation,2,Moonshine,N/A,Build Resource,Plank,12,Sawmill
1-06-MP-SWM,Master,Sugar Cane Plantation,2,Moonshine,N/A,Build Resource,Brick,6,Brick Factory
1-06-MP-SWM,Master,Sugar Cane Plantation,2,Moonshine,N/A,Maintenance Resource,Bread,1,Bakery
1-06-MP-SWM,Master,Sugar Cane Plantation,2,Moonshine,N/A,Maintenance Resource,Beer,1,Brewery
1-06-MP-SWM,Master,Sugar Cane Plantation,2,Moonshine,N/A,Maintenance Resource,Clothes,1,Sewing Workshop
1-06-MP-SWM,Master,Sugar Cane Plantation,2,Moonshine,N/A,Input Resource,None,1,None
1-06-MP-SWM,Master,Sugar Cane Plantation,2,Moonshine,31,Output Resource,Sugar Cane,2,N/A
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Build Resource,Plank,16,Sawmill
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Build Resource,Brick,20,Brick Factory
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Build Resource,Steel Beams,12,Steelworks
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Build Resource,Windows,8,Window Makers
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Maintenance Resource,Meat Pie,1,Meat Pie Bakery
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Maintenance Resource,Lemonade,1,Lemonade Factory*
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Maintenance Resource,Glasses,1,Glasses Factory
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,30,Output Resource,Sugar,1,N/A
1-02-M-SCPM,Master,Sugar Refinery,7,Chocolate,N/A,Input Resource,Sugar Cane,1,Sugar Cane Plantation
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Input Resource,Calico,1,Cotton Mill
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Build Resource,Plank,16,Sawmill
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Build Resource,Brick,20,Brick Factory
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Build Resource,Steel Beams,12,Steelworks
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Build Resource,Windows,8,Window Makers
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Maintenance Resource,Canned Food,2,Cannery
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Maintenance Resource,Wine,2,Winery
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Maintenance Resource,Boots,2,Boot Factory
3-09-S-SMM,Master,Tailor's Shop,5,Suits,N/A,Input Resource,Linen,1,Linen Mill
3-09-S-SMM,Master,Tailor's Shop,5,Suits,45,Output Resource,Suits,2,N/A
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Build Resource,Plank,8,Sawmill
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Build Resource,Stone,4,Quarry
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Build Resource,Brick,4,Brick Factory
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Build Resource,Steel Beams,2,Steelworks
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Maintenance Resource,Sausages,1,Butchery
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Maintenance Resource,Moonshine,1,Moonshine Factory
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Maintenance Resource,Overalls,1,Fur Factory
1-05-S-TSM,Master,Tannery,3,Vest,N/A,Input Resource,Leather,1,Steakhouse
1-05-S-TSM,Master,Tannery,3,Vest,30,Output Resource,Tanned Leather,1,N/A
2-07-T-TKI,Master,Vineyard,4,Wine,N/A,Build Resource,Plank,8,Sawmill
2-07-T-TKI,Master,Vineyard,4,Wine,N/A,Build Resource,Brick,7,Brick Factory
2-07-T-TKI,Master,Vineyard,4,Wine,N/A,Build Resource,Windows,4,Window Makers
2-07-T-TKI,Master,Vineyard,4,Wine,N/A,Maintenance Resource,Steak,1,Steakhouse
2-07-T-TKI,Master,Vineyard,4,Wine,N/A,Maintenance Resource,Milk Can,1,Milk Farm
2-07-T-TKI,Master,Vineyard,4,Wine,N/A,Maintenance Resource,Vest,1,Leather Workshop
2-07-T-TKI,Master,Vineyard,4,Wine,31,Output Resource,Grapes,2,N/A
2-07-T-TKI,Master,Vineyard,4,Wine,N/A,Input Resource,None,1,None
3-07-B-WMM,Master,Well,0,Water,N/A,Build Resource,Plank,2,Sawmill
3-07-B-WMM,Master,Well,0,Water,N/A,Maintenance Resource,None,0,None
3-07-B-WMM,Master,Well,0,Water,N/A,Input Resource,None,1,None
3-07-B-WMM,Master,Well,0,Water,15,Output Resource,Water,1,N/A
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Build Resource,Plank,16,Sawmill
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Build Resource,Brick,20,Brick Factory
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Build Resource,Steel Beams,16,Steelworks
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Maintenance Resource,Steak,2,Steakhouse
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Maintenance Resource,Milk Can,2,Milk Farm
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Maintenance Resource,Vest,2,Leather Workshop
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Input Resource,Glass,1,Glassmakers
3-10-W-WDM,Master,Window Makers,3,Windows,N/A,Input Resource,Tree,2,Lumber Camp
3-10-W-WDM,Master,Window Makers,3,Windows,45,Output Resource,Windows,2,N/A
1-03-W-WMM,Master,Winery,4,Wine,N/A,Build Resource,Plank,16,Sawmill
1-03-W-WMM,Master,Winery,4,Wine,N/A,Build Resource,Brick,20,Brick Factory
1-03-W-WMM,Master,Winery,4,Wine,N/A,Build Resource,Steel Beams,12,Steelworks
1-03-W-WMM,Master,Winery,4,Wine,N/A,Build Resource,Windows,8,Window Makers
1-03-W-WMM,Master,Winery,4,Wine,N/A,Maintenance Resource,Steak,2,Steakhouse
1-03-W-WMM,Master,Winery,4,Wine,N/A,Maintenance Resource,Milk Can,2,Milk Farm
1-03-W-WMM,Master,Winery,4,Wine,N/A,Maintenance Resource,Vest,2,Leather Workshop
1-03-W-WMM,Master,Winery,4,Wine,N/A,Input Resource,Glass,1,Glassmakers
1-03-W-WMM,Master,Winery,4,Wine,N/A,Input Resource,Grapes,1,Vineyard
1-03-W-WMM,Master,Winery,4,Wine,45,Output Resource,Wine,2,N/A
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Beer,150,Brewery
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Cheese,75,Cheese Factory
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Chocolate,50,Chocolate Factory
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Lemonade,75,Lemonade Factory
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Build Resource,Plank,200,Sawmill
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Build Resource,Stone,150,Quarry
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Build Resource,Steel Beams,30,Steelworks
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Build Resource,Windows,20,Window Makers
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Build Resource,Concrete,20,Concrete Factory
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Build Resource,Kerosene Lamp,75,Kerosene Lamp Factory
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Maintenance Resource,None,0,None
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Sausages,150,Butchery
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Steak,100,Steakhouse
1-04-W-WM,Master,World Exhibition,8,World Exhibition,0,Output Resource,Win,1,N/A
1-04-W-WM,Master,World Exhibition,8,World Exhibition,N/A,Input Resource,Wine,100,Winery
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,30,Output Resource,Ammo**,2,N/A
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Input Resource,Coal**,1,Coal Mine**
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Input Resource,None,1,None
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Build Resource,Stone**,9,Quarry**
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Build Resource,Oak Plank**,8,Sawmill**
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Build Resource,Nails**,6,Fastener Factory**
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Maintenance Resource,Steak**,1,Steakhouse**
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Maintenance Resource,Milk Can**,1,Milk Farm**
3-09-R-AFM,Mountains,Ammo Factory (Mountains),9,Revolver,N/A,Maintenance Resource,Coin**,1,Mint**
3-01-B-BM,Mountains,Bakery (Mountains),7,Bread,N/A,Input Resource,Barley Meal**,2,Water Mill**
3-01-B-BM,Mountains,Bakery (Mountains),7,Bread,45,Output Resource,Bread**,3,N/A
3-01-B-BM,Mountains,Bakery (Mountains),7,Bread,N/A,Build Resource,Stone**,6,Quarry**
3-01-B-BM,Mountains,Bakery (Mountains),7,Bread,N/A,Build Resource,Oak Plank**,4,Sawmill**
3-01-B-BM,Mountains,Bakery (Mountains),7,Bread,N/A,Maintenance Resource,Fish**,2,Fishery**
3-01-B-BM,Mountains,Bakery (Mountains),7,Bread,N/A,Maintenance Resource,Water**,2,Well**
3-01-B-BM,Mountains,Bakery (Mountains),7,Bread,N/A,Input Resource,Water**,1,Well**
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,45,Output Resource,Bean Pie**,2,N/A
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,N/A,Input Resource,Bean**,1,Bean Farm**
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,N/A,Build Resource,Stone**,11,Quarry**
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,N/A,Build Resource,Oak Plank**,10,Sawmill**
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,N/A,Build Resource,Nails**,8,Fastener Factory**
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,N/A,Maintenance Resource,Sausages**,2,Butchery**
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,N/A,Maintenance Resource,Schnapps**,2,Schnapps Distillery**
1-04-A-AWM,Mountains,Bakery  (Other),10,Bread,N/A,Maintenance Resource,Revolver**,2,Revolver Factory**
3-12-B-BM,Mountains,Bank (Mountains),12,Bank,N/A,Input Resource,Coin**,150,Mint**
3-12-B-BM,Mountains,Bank (Mountains),12,Bank,N/A,Build Resource,Stone**,65,Quarry**
3-12-B-BM,Mountains,Bank (Mountains),12,Bank,N/A,Build Resource,Oak Plank**,70,Sawmill**
3-12-B-BM,Mountains,Bank (Mountains),12,Bank,N/A,Build Resource,Nails**,50,Fastener Factory**
3-12-B-BM,Mountains,Bank (Mountains),12,Bank,N/A,Build Resource,Light Bulb**,35,Light Bulb Factory**
3-12-B-BM,Mountains,Bank (Mountains),12,Bank,N/A,Maintenance Resource,None,0,None
3-12-B-BM,Mountains,Bank (Mountains),12,Bank,0,Output Resource,Win**,1,N/A
3-07-B-BFM,Mountains,Barley Farm (Mountains),7,Bread,31,Output Resource,Barley**,2,N/A
3-07-B-BFM,Mountains,Barley Farm (Mountains),7,Bread,N/A,Build Resource,Stone**,3,Quarry**
3-07-B-BFM,Mountains,Barley Farm (Mountains),7,Bread,N/A,Build Resource,Oak Plank**,2,Sawmill**
3-07-B-BFM,Mountains,Barley Farm (Mountains),7,Bread,N/A,Maintenance Resource,Fish**,1,Fishery**
3-07-B-BFM,Mountains,Barley Farm (Mountains),7,Bread,N/A,Maintenance Resource,Water**,1,Well**
3-07-B-BFM,Mountains,Barley Farm (Mountains),7,Bread,N/A,Input Resource,None,1,None
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Input Resource,Hoop**,1,Fastener Factory**
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,30,Output Resource,Oak Barrel**,2,N/A
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Input Resource,Oak**,1,Oak Lumber Camp**
3-09-S-BFM,Mountains,Barrel Factory (Mountains),9,Schnapps,N/A,Build Resource,Stone**,9,Quarry**
